Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,YearsAtCompany
20,Yes,Travel_Rarely,Sales,2,Medical,3,Female,2,1,Sales Representative,3,2044,1,No,13,3,2
33,No,Travel_Rarely,Sales,2,Medical,4,Male,3,2,Sales Executive,4,5505,1,No,14,3,6
41,Yes,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,1,1,Laboratory Technician,4,2778,4,Yes,13,3,7
24,Yes,Travel_Rarely,Research & Development,17,Life Sciences,4,Female,3,1,Laboratory Technician,2,2210,1,No,13,3,1
29,Yes,Travel_Rarely,Sales,1,Medical,2,Female,2,1,Sales Representative,3,2800,6,Yes,19,3,3
29,Yes,Travel_Rarely,Research & Development,1,Technical Degree,1,Male,2,1,Research Scientist,1,2362,6,No,13,3,9
35,No,Travel_Rarely,Research & Development,16,Life Sciences,4,Male,3,3,Healthcare Representative,3,7632,4,Yes,12,3,8
32,Yes,Travel_Rarely,Sales,2,Marketing,3,Male,2,2,Sales Executive,2,9907,7,Yes,12,3,2
51,No,Travel_Rarely,Research & Development,3,Medical,4,Female,3,4,Healthcare Representative,2,13734,3,No,18,3,7
43,No,Travel_Rarely,Research & Development,8,Other,3,Female,3,2,Healthcare Representative,3,4522,4,Yes,14,3,5
30,No,Non-Travel,Sales,25,Technical Degree,4,Female,3,2,Sales Executive,3,4736,7,Yes,12,3,2
23,No,Travel_Rarely,Research & Development,20,Life Sciences,1,Male,3,2,Laboratory Technician,3,2272,0,No,14,3,4
42,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,3,1,Laboratory Technician,1,2576,3,No,16,3,5
56,No,Travel_Frequently,Research & Development,9,Medical,1,Female,3,1,Research Scientist,3,2942,2,No,19,3,5
53,No,Travel_Rarely,Research & Development,24,Medical,2,Male,4,3,Healthcare Representative,4,7005,3,No,15,3,4
36,No,Travel_Rarely,Research & Development,6,Life Sciences,4,Male,3,1,Laboratory Technician,4,3210,0,No,11,3,15
32,No,Travel_Rarely,Sales,1,Marketing,3,Female,3,3,Sales Executive,4,10422,1,No,19,3,14
29,Yes,Travel_Rarely,Research & Development,8,Other,2,Male,1,1,Laboratory Technician,1,2119,1,Yes,11,3,7
39,No,Travel_Rarely,Research & Development,6,Medical,4,Male,2,3,Healthcare Representative,1,9991,4,No,15,3,7
41,No,Travel_Rarely,Research & Development,5,Medical,2,Male,4,1,Research Scientist,3,2127,2,Yes,12,3,4
25,Yes,Travel_Frequently,Sales,24,Life Sciences,3,Male,1,1,Sales Representative,4,1118,1,Yes,14,3,1
25,No,Travel_Rarely,Human Resources,2,Human Resources,3,Female,3,1,Human Resources,2,2187,4,No,14,3,2
31,Yes,Travel_Frequently,Sales,1,Life Sciences,4,Female,3,1,Sales Representative,2,2302,1,Yes,11,3,3
38,No,Non-Travel,Research & Development,6,Medical,2,Female,1,2,Research Scientist,4,5329,7,Yes,12,3,13
42,No,Travel_Frequently,Research & Development,28,Technical Degree,4,Female,2,2,Healthcare Representative,4,4523,0,No,11,3,6
18,Yes,Travel_Frequently,Sales,5,Marketing,2,Male,3,1,Sales Representative,2,1878,1,Yes,14,3,0
28,No,Travel_Rarely,Research & Development,1,Technical Degree,4,Male,3,1,Research Scientist,1,2080,2,No,11,3,3
30,Yes,Travel_Rarely,Research & Development,3,Technical Degree,4,Female,3,1,Research Scientist,1,2657,5,Yes,11,3,5
26,No,Travel_Rarely,Research & Development,6,Life Sciences,3,Female,3,1,Laboratory Technician,4,2659,1,Yes,13,3,3
58,Yes,Travel_Rarely,Research & Development,7,Medical,3,Female,2,3,Manufacturing Director,1,10008,7,Yes,14,3,10
51,Yes,Travel_Frequently,Research & Development,8,Life Sciences,1,Male,1,3,Manufacturing Director,4,10650,2,No,15,3,4
26,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,3,1,Research Scientist,1,2042,6,Yes,14,3,3
31,Yes,Travel_Frequently,Sales,2,Life Sciences,3,Female,2,1,Sales Representative,4,2785,7,No,14,3,1
25,Yes,Travel_Rarely,Research & Development,3,Medical,1,Male,3,1,Laboratory Technician,1,4031,5,No,13,3,2
27,No,Non-Travel,Research & Development,9,Medical,4,Male,3,1,Research Scientist,2,2024,6,No,18,3,2
38,No,Travel_Rarely,Sales,1,Life Sciences,4,Male,3,2,Sales Executive,2,4440,0,No,15,3,15
35,No,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,2,1,Laboratory Technician,4,2690,1,No,18,3,1
33,Yes,Travel_Rarely,Sales,16,Marketing,1,Female,3,2,Sales Executive,1,5324,5,No,15,3,3
30,Yes,Travel_Rarely,Research & Development,22,Life Sciences,1,Female,3,1,Research Scientist,3,2132,4,Yes,11,3,5
28,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,3,1,Research Scientist,4,2044,1,No,11,3,5
33,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,2,3,Healthcare Representative,4,7119,4,No,15,3,3
31,No,Travel_Rarely,Research & Development,7,Medical,3,Female,3,3,Manufacturing Director,4,7143,1,Yes,14,3,11
37,No,Travel_Rarely,Research & Development,13,Medical,1,Male,3,2,Research Scientist,4,4285,1,No,17,3,10
34,No,Travel_Rarely,Sales,1,Technical Degree,4,Male,2,3,Sales Executive,3,7083,1,Yes,14,3,10
34,No,Travel_Rarely,Research & Development,5,Medical,3,Female,2,3,Manager,1,11631,2,No,12,3,11
27,No,Travel_Rarely,Research & Development,1,Medical,4,Male,3,1,Laboratory Technician,2,3816,1,No,11,3,5
36,Yes,Travel_Rarely,Sales,3,Life Sciences,3,Male,2,3,Sales Executive,4,10325,1,Yes,11,3,16
30,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,2,2,Healthcare Representative,4,4152,1,No,19,3,11
29,Yes,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,2,1,Laboratory Technician,1,2319,1,Yes,11,3,1
22,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,4,1,Research Scientist,2,2328,1,Yes,16,3,4
37,No,Travel_Rarely,Research & Development,10,Life Sciences,3,Male,3,2,Manufacturing Director,2,4197,2,Yes,12,3,1
32,No,Non-Travel,Sales,26,Marketing,3,Male,3,2,Sales Executive,4,4465,0,No,18,3,3
49,Yes,Travel_Rarely,Sales,11,Marketing,3,Female,3,3,Sales Executive,4,7654,1,No,18,3,9
54,No,Travel_Frequently,Research & Development,20,Life Sciences,4,Female,3,2,Research Scientist,3,4869,3,No,12,3,4
46,Yes,Travel_Rarely,Sales,9,Marketing,1,Male,3,3,Sales Executive,4,10096,4,No,11,3,7
18,Yes,Travel_Frequently,Sales,3,Medical,2,Female,3,1,Sales Representative,4,1569,1,Yes,12,3,0
42,Yes,Travel_Frequently,Research & Development,19,Medical,3,Male,4,1,Research Scientist,3,2759,6,Yes,12,3,2
29,Yes,Travel_Rarely,Research & Development,8,Other,2,Male,1,1,Laboratory Technician,1,2119,1,Yes,11,3,7
28,No,Travel_Rarely,Research & Development,16,Medical,2,Male,4,2,Healthcare Representative,1,5661,0,No,19,3,8
40,Yes,Travel_Rarely,Research & Development,9,Life Sciences,4,Male,3,1,Laboratory Technician,1,2018,3,No,14,3,5
41,No,Travel_Rarely,Research & Development,6,Medical,4,Male,2,2,Manufacturing Director,2,6032,6,Yes,15,3,5
28,No,Travel_Frequently,Sales,7,Life Sciences,3,Male,3,2,Sales Executive,1,4898,0,No,14,3,4
33,Yes,Travel_Rarely,Sales,9,Marketing,1,Female,3,2,Sales Executive,1,8224,0,Yes,17,3,5
25,Yes,Travel_Rarely,Sales,19,Marketing,3,Male,2,1,Sales Representative,2,2413,1,Yes,18,3,1
29,No,Travel_Rarely,Research & Development,15,Life Sciences,4,Female,2,2,Laboratory Technician,3,4193,0,Yes,12,3,9
35,No,Travel_Rarely,Sales,3,Life Sciences,4,Male,3,3,Sales Executive,4,7823,6,No,13,3,10
18,No,Non-Travel,Research & Development,5,Life Sciences,2,Male,3,1,Research Scientist,4,1051,1,No,15,3,0
24,Yes,Travel_Frequently,Research & Development,9,Medical,2,Male,3,1,Laboratory Technician,1,3172,2,Yes,11,3,0
28,Yes,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,1,1,Research Scientist,2,2216,7,Yes,13,3,7
29,No,Travel_Frequently,Research & Development,10,Life Sciences,4,Female,3,1,Research Scientist,2,3291,0,No,14,3,7
31,Yes,Travel_Frequently,Research & Development,20,Life Sciences,1,Male,3,3,Healthcare Representative,3,9824,3,No,12,3,1
40,No,Travel_Rarely,Sales,10,Technical Degree,2,Female,2,2,Sales Executive,2,6852,7,No,12,3,5
35,No,Travel_Frequently,Research & Development,4,Other,4,Male,2,1,Laboratory Technician,4,2376,1,No,13,3,2
50,No,Travel_Rarely,Research & Development,24,Life Sciences,4,Male,3,4,Manufacturing Director,3,13973,3,Yes,18,3,12
28,Yes,Travel_Rarely,Research & Development,2,Medical,3,Male,3,1,Research Scientist,3,4382,6,No,17,3,2
19,No,Travel_Rarely,Research & Development,25,Life Sciences,2,Female,4,1,Research Scientist,4,2994,1,Yes,12,3,1
38,No,Travel_Frequently,Research & Development,3,Other,3,Male,3,1,Research Scientist,3,2821,3,No,16,3,2
37,No,Travel_Rarely,Research & Development,5,Medical,4,Male,3,2,Manufacturing Director,4,6347,7,No,16,3,6
37,Yes,Travel_Frequently,Research & Development,10,Medical,1,Male,3,3,Manufacturing Director,3,10048,6,No,11,3,1
31,Yes,Travel_Rarely,Human Resources,18,Human Resources,4,Male,4,1,Human Resources,1,2956,0,No,17,3,1
40,No,Non-Travel,Research & Development,8,Medical,4,Male,2,3,Research Director,2,13757,2,No,11,3,9
26,No,Travel_Frequently,Sales,1,Medical,3,Male,2,2,Sales Executive,1,4294,1,No,12,3,7
42,No,Travel_Frequently,Research & Development,2,Medical,2,Male,3,1,Research Scientist,4,2515,5,Yes,14,3,2
32,No,Travel_Rarely,Research & Development,3,Medical,3,Female,3,2,Manufacturing Director,1,6725,1,No,12,3,8
33,No,Travel_Rarely,Sales,8,Marketing,3,Male,3,2,Sales Executive,3,7104,0,No,12,3,5
29,No,Travel_Rarely,Sales,20,Marketing,4,Male,3,2,Sales Executive,4,6931,2,No,14,3,3
51,No,Travel_Rarely,Research & Development,7,Medical,2,Male,2,2,Manufacturing Director,3,6132,2,No,17,3,1
26,Yes,Travel_Frequently,Human Resources,17,Life Sciences,2,Female,3,1,Human Resources,3,2741,0,Yes,11,3,7
35,No,Non-Travel,Research & Development,11,Medical,3,Male,2,3,Healthcare Representative,1,9884,2,Yes,13,3,4
25,Yes,Travel_Rarely,Sales,5,Marketing,3,Male,2,2,Sales Executive,3,5744,1,Yes,11,3,6
57,No,Travel_Rarely,Research & Development,1,Medical,4,Male,3,2,Healthcare Representative,3,6755,2,No,11,3,3
30,Yes,Travel_Frequently,Research & Development,5,Medical,2,Female,3,1,Laboratory Technician,2,2422,0,No,17,3,3
55,Yes,Travel_Rarely,Sales,2,Medical,3,Male,3,2,Sales Executive,4,5160,4,No,16,3,9
33,No,Travel_Rarely,Research & Development,13,Life Sciences,2,Female,3,1,Research Scientist,4,3452,3,No,18,3,3
40,Yes,Travel_Rarely,Research & Development,7,Life Sciences,1,Male,3,1,Laboratory Technician,1,2166,3,Yes,14,3,4
31,Yes,Travel_Rarely,Sales,6,Life Sciences,2,Male,1,2,Sales Executive,3,6172,4,Yes,18,3,7
28,No,Travel_Rarely,Sales,5,Medical,4,Male,3,2,Sales Executive,1,8463,0,No,18,3,5
21,Yes,Travel_Rarely,Sales,7,Marketing,2,Male,3,1,Sales Representative,2,2679,1,No,13,3,1
20,Yes,Travel_Rarely,Research & Development,10,Medical,4,Male,3,1,Research Scientist,3,1009,1,Yes,11,3,1
47,No,Travel_Rarely,Research & Development,2,Medical,1,Female,3,2,Manufacturing Director,4,5070,5,No,13,3,5
40,No,Travel_Rarely,Research & Development,15,Life Sciences,1,Female,2,3,Manufacturing Director,3,10435,1,No,13,3,18
24,Yes,Travel_Rarely,Sales,1,Technical Degree,1,Female,3,1,Sales Representative,2,3202,1,Yes,16,3,5
21,Yes,Travel_Rarely,Research & Development,10,Life Sciences,3,Female,2,1,Laboratory Technician,1,1416,1,No,13,3,1
35,No,Non-Travel,Research & Development,2,Medical,2,Male,3,2,Manufacturing Director,4,5762,2,No,14,3,7
36,Yes,Travel_Rarely,Sales,13,Marketing,2,Male,2,2,Sales Executive,1,6134,5,Yes,13,3,2
35,No,Non-Travel,Research & Development,2,Life Sciences,4,Female,3,2,Healthcare Representative,1,5093,2,No,11,3,1
37,Yes,Travel_Rarely,Research & Development,10,Medical,4,Male,3,2,Manufacturing Director,1,4213,1,No,15,3,10
33,Yes,Travel_Rarely,Research & Development,1,Other,4,Male,3,1,Research Scientist,4,2686,1,Yes,13,3,10
26,No,Travel_Rarely,Sales,5,Other,4,Female,2,1,Sales Representative,3,2966,0,No,18,3,4
32,Yes,Travel_Rarely,Sales,1,Life Sciences,1,Male,1,2,Sales Executive,2,6735,6,No,15,3,0
53,No,Travel_Rarely,Research & Development,23,Life Sciences,4,Female,3,4,Research Director,4,14275,6,No,18,3,12
49,No,Travel_Rarely,Sales,8,Technical Degree,4,Male,2,4,Sales Executive,2,13120,6,No,17,3,9
31,No,Travel_Rarely,Research & Development,4,Medical,1,Female,4,1,Laboratory Technician,3,3978,8,No,12,3,2
49,No,Travel_Rarely,Research & Development,16,Medical,4,Female,3,1,Laboratory Technician,1,2587,4,Yes,16,3,2
30,Yes,Travel_Rarely,Research & Development,3,Technical Degree,4,Female,3,1,Research Scientist,1,2657,5,Yes,11,3,5
36,No,Travel_Frequently,Research & Development,18,Medical,2,Female,3,1,Laboratory Technician,4,2153,1,No,13,3,8
32,No,Travel_Rarely,Research & Development,5,Life Sciences,1,Male,4,1,Research Scientist,2,3298,0,Yes,12,3,6
59,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,2,4,Manufacturing Director,4,13726,3,Yes,13,3,5
22,Yes,Travel_Rarely,Research & Development,8,Medical,3,Female,3,1,Laboratory Technician,1,2398,1,Yes,17,3,1
34,Yes,Non-Travel,Sales,19,Marketing,1,Male,4,2,Sales Executive,4,5304,8,Yes,13,3,5
38,No,Travel_Rarely,Sales,2,Life Sciences,2,Female,3,2,Sales Executive,1,6893,3,No,15,3,7
45,No,Travel_Rarely,Research & Development,6,Other,4,Male,3,3,Research Director,1,13245,4,Yes,14,3,0
35,No,Travel_Rarely,Research & Development,9,Medical,2,Male,3,2,Research Scientist,3,5098,1,No,19,3,10
31,No,Travel_Rarely,Research & Development,8,Life Sciences,1,Female,3,4,Research Director,2,16422,3,No,11,3,3
36,No,Travel_Rarely,Sales,16,Marketing,3,Female,2,2,Sales Executive,1,5647,4,No,13,3,3
32,Yes,Travel_Rarely,Sales,1,Life Sciences,1,Male,1,2,Sales Executive,2,6735,6,No,15,3,0
36,No,Travel_Rarely,Sales,1,Life Sciences,2,Male,3,2,Sales Executive,4,6201,1,Yes,14,3,18
20,Yes,Travel_Frequently,Research & Development,6,Life Sciences,4,Female,2,1,Laboratory Technician,4,2926,1,Yes,18,3,1
30,Yes,Travel_Rarely,Sales,1,Life Sciences,2,Male,2,2,Sales Executive,1,9714,1,No,11,3,10
46,No,Non-Travel,Sales,26,Life Sciences,2,Male,2,2,Sales Executive,2,7991,8,No,15,3,2
48,No,Travel_Rarely,Research & Development,15,Other,3,Female,3,1,Research Scientist,1,2367,8,No,12,3,8
40,No,Travel_Rarely,Research & Development,24,Technical Degree,1,Male,3,2,Research Scientist,4,3319,1,No,17,3,9
30,No,Travel_Rarely,Research & Development,7,Medical,2,Male,2,1,Research Scientist,2,2141,1,No,12,3,6
29,No,Travel_Frequently,Sales,20,Technical Degree,3,Female,3,1,Sales Representative,4,2157,1,No,15,3,3
36,No,Travel_Rarely,Human Resources,13,Human Resources,3,Male,3,1,Human Resources,2,2143,4,No,13,3,5
36,No,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,2,2,Laboratory Technician,4,5810,1,No,16,3,10
35,No,Travel_Rarely,Sales,1,Marketing,3,Male,2,2,Sales Executive,1,4312,0,No,14,3,15
33,No,Travel_Rarely,Research & Development,21,Medical,2,Male,4,1,Laboratory Technician,2,2028,1,No,18,3,14
37,Yes,Travel_Rarely,Sales,1,Life Sciences,1,Male,2,3,Sales Executive,3,10609,5,No,11,3,14
22,No,Travel_Rarely,Research & Development,8,Life Sciences,2,Male,1,1,Laboratory Technician,1,2451,1,No,15,3,4
31,Yes,Travel_Rarely,Research & Development,22,Medical,4,Male,3,2,Manufacturing Director,3,6179,1,Yes,15,3,10
28,No,Travel_Frequently,Sales,1,Life Sciences,3,Male,2,2,Sales Executive,4,6834,1,Yes,12,3,7
24,Yes,Travel_Frequently,Research & Development,9,Medical,2,Male,3,1,Laboratory Technician,1,3172,2,Yes,11,3,0
29,Yes,Travel_Rarely,Research & Development,7,Technical Degree,2,Female,3,1,Laboratory Technician,3,3339,3,Yes,13,3,7
31,No,Travel_Rarely,Research & Development,11,Life Sciences,4,Male,3,1,Research Scientist,4,2356,3,Yes,19,3,6
43,No,Travel_Frequently,Sales,15,Life Sciences,4,Male,2,2,Sales Executive,4,6804,3,No,18,3,2
54,No,Travel_Rarely,Sales,2,Life Sciences,3,Female,2,3,Sales Executive,3,10686,6,No,11,3,9
29,Yes,Travel_Rarely,Research & Development,1,Technical Degree,1,Male,2,1,Research Scientist,1,2362,6,No,13,3,9
35,No,Travel_Rarely,Research & Development,25,Technical Degree,4,Male,2,3,Manufacturing Director,2,10903,3,No,16,3,13
21,Yes,Travel_Frequently,Sales,1,Technical Degree,1,Female,2,1,Sales Representative,2,2174,1,Yes,11,3,3
27,No,Travel_Rarely,Research & Development,2,Technical Degree,2,Male,3,1,Research Scientist,2,2226,1,No,11,3,5
40,Yes,Travel_Rarely,Research & Development,7,Life Sciences,1,Male,3,1,Laboratory Technician,1,2166,3,Yes,14,3,4
32,Yes,Travel_Rarely,Research & Development,7,Life Sciences,4,Male,3,2,Laboratory Technician,3,4883,1,No,18,3,10
31,No,Non-Travel,Research & Development,3,Medical,3,Male,3,1,Research Scientist,1,3065,1,Yes,13,3,4
31,No,Non-Travel,Research & Development,1,Medical,3,Male,1,2,Manufacturing Director,3,4345,0,No,12,3,5
28,Yes,Travel_Rarely,Research & Development,24,Life Sciences,3,Male,2,1,Laboratory Technician,3,2028,5,Yes,14,3,4
51,Yes,Travel_Frequently,Research & Development,8,Life Sciences,1,Male,1,3,Manufacturing Director,4,10650,2,No,15,3,4
20,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,2,1,Laboratory Technician,3,3033,1,No,12,3,2
26,Yes,Travel_Rarely,Human Resources,20,Medical,4,Female,3,1,Human Resources,2,2148,0,Yes,11,3,5
27,No,Travel_Rarely,Sales,2,Medical,1,Female,4,2,Sales Executive,3,6500,0,No,14,3,8
24,Yes,Travel_Rarely,Sales,1,Technical Degree,1,Female,3,1,Sales Representative,2,3202,1,Yes,16,3,5
52,Yes,Travel_Rarely,Research & Development,8,Medical,3,Male,2,2,Research Scientist,2,4941,2,No,15,3,8
27,No,Non-Travel,Sales,1,Marketing,3,Male,3,2,Sales Executive,2,6349,0,Yes,13,3,5
31,Yes,Travel_Frequently,Sales,1,Life Sciences,2,Female,1,1,Sales Representative,3,1359,1,No,12,3,1
38,No,Travel_Rarely,Sales,3,Life Sciences,2,Male,3,2,Sales Executive,4,6861,8,Yes,12,3,1
28,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,2,1,Laboratory Technician,4,3867,1,Yes,12,3,2
21,No,Travel_Rarely,Sales,5,Medical,3,Male,3,1,Sales Representative,1,2380,1,Yes,11,3,2
50,No,Travel_Rarely,Research & Development,9,Life Sciences,1,Male,3,1,Laboratory Technician,4,2380,4,No,18,3,1
30,No,Travel_Rarely,Research & Development,2,Medical,2,Male,2,1,Laboratory Technician,4,2720,0,No,13,3,5
28,Yes,Non-Travel,Research & Development,24,Technical Degree,2,Male,2,3,Healthcare Representative,1,8722,1,No,12,3,10
48,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,2,4,Manager,1,15402,7,No,11,3,3
30,Yes,Travel_Rarely,Sales,9,Medical,2,Male,3,1,Sales Representative,4,1081,1,No,13,3,1
31,No,Travel_Frequently,Research & Development,1,Life Sciences,3,Female,3,2,Manufacturing Director,1,4148,1,No,12,3,4
55,Yes,Travel_Rarely,Sales,2,Medical,3,Male,3,2,Sales Executive,4,5160,4,No,16,3,9
